user,enrolled,prediction,correct
322214,1,1,1
234983,1,1,1
73599,0,0,1
151010,1,0,0
154759,1,1,1
286530,0,0,1
10387,1,1,1
165492,0,0,1
253200,0,0,1
47691,1,1,1
261621,0,1,0
47060,1,1,1
12801,1,0,0
368157,1,1,1
364287,1,1,1
117983,1,1,1
72345,0,0,1
133181,1,1,1
332284,0,0,1
64184,1,0,0
195097,0,0,1
124279,0,1,0
275459,1,1,1
307948,0,0,1
172884,1,1,1
81021,0,0,1
1026,0,0,1
271320,1,1,1
137557,0,1,0
150147,0,1,0
55554,1,1,1
87660,1,1,1
361156,1,1,1
339144,0,0,1
129815,0,0,1
84010,1,1,1
43617,1,1,1
124873,0,0,1
316668,0,0,1
302791,1,1,1
123972,0,0,1
32799,0,1,0
248674,0,0,1
73992,1,1,1
85285,0,0,1
293444,0,0,1
79881,0,0,1
125225,0,0,1
349049,0,0,1
176112,1,1,1
45261,0,0,1
165609,1,0,0
195551,0,0,1
179370,1,1,1
199485,1,1,1
304085,1,1,1
8170,1,0,0
981,0,0,1
257309,0,0,1
352701,0,1,0
123121,1,0,0
168167,0,0,1
289713,0,1,0
314040,0,1,0
347153,0,0,1
216842,0,0,1
111338,0,0,1
172457,0,0,1
117744,0,0,1
304757,1,1,1
60134,0,0,1
333949,0,0,1
261937,1,0,0
268414,1,1,1
167548,1,1,1
240770,1,1,1
188265,0,0,1
337499,1,1,1
62931,1,0,0
317642,0,0,1
192584,1,1,1
252357,0,1,0
213788,0,0,1
39600,1,0,0
101933,0,0,1
250429,0,0,1
352351,0,1,0
217829,1,1,1
234571,1,0,0
290294,0,0,1
24347,0,0,1
161067,0,0,1
91348,1,0,0
276868,1,0,0
214009,0,0,1
180685,1,1,1
208894,1,1,1
194923,0,1,0
46758,1,1,1
50213,1,1,1
330744,1,1,1
29824,0,0,1
41936,1,1,1
272322,1,1,1
82928,0,1,0
244693,0,1,0
178246,1,1,1
65536,0,0,1
144279,0,0,1
78934,0,0,1
25745,0,0,1
355715,1,1,1
35735,0,0,1
252334,1,1,1
263831,0,0,1
243156,1,1,1
213243,1,1,1
214990,0,0,1
19537,0,0,1
230133,1,1,1
205167,0,0,1
211450,1,1,1
215116,1,0,0
224204,0,0,1
143476,0,0,1
160783,0,1,0
53202,0,0,1
83453,1,0,0
179307,0,0,1
176032,1,1,1
363741,1,1,1
287455,0,0,1
56955,1,1,1
202461,1,1,1
320624,1,1,1
46764,1,0,0
315632,1,1,1
44337,1,1,1
219418,1,0,0
282486,0,1,0
7273,0,0,1
75660,1,1,1
335009,1,1,1
191498,1,1,1
227133,0,1,0
5590,1,1,1
38166,1,0,0
101779,0,0,1
46787,1,1,1
364930,1,1,1
373193,0,1,0
187888,1,1,1
96146,0,1,0
342523,1,1,1
142578,0,0,1
293826,1,1,1
177626,1,1,1
177531,0,1,0
227536,0,0,1
24806,0,1,0
45122,1,1,1
134280,0,1,0
162057,0,1,0
150782,0,0,1
234380,0,0,1
93110,0,0,1
349495,1,1,1
119356,1,1,1
293482,1,1,1
78479,0,1,0
207738,1,1,1
142697,1,0,0
206208,1,1,1
252878,1,0,0
10865,1,1,1
113961,1,1,1
98064,1,1,1
312306,1,1,1
46984,0,0,1
164841,0,1,0
108127,0,0,1
215915,0,0,1
177612,0,0,1
316183,0,0,1
260147,0,0,1
1715,1,1,1
204875,0,0,1
286919,1,0,0
1701,0,0,1
304554,1,0,0
300259,1,1,1
103147,0,0,1
138495,0,1,0
147309,1,1,1
62365,0,0,1
132059,0,0,1
14158,1,1,1
28286,1,1,1
69729,1,1,1
220577,1,1,1
304965,0,0,1
78540,1,1,1
215202,0,0,1
244415,1,0,0
1410,0,0,1
51243,0,1,0
256158,0,1,0
358008,1,1,1
289449,1,1,1
914,0,0,1
352179,1,1,1
326454,0,0,1
325250,0,1,0
145572,1,0,0
295874,0,0,1
140332,0,1,0
346535,1,1,1
219749,1,1,1
54428,1,1,1
66098,0,0,1
202188,1,1,1
92416,1,0,0
213734,1,1,1
176274,1,1,1
39671,0,1,0
364742,0,1,0
151065,1,0,0
246207,0,0,1
171221,1,1,1
233969,0,1,0
66229,0,0,1
105383,0,1,0
174836,1,1,1
222014,0,0,1
290339,0,0,1
25253,0,0,1
220212,0,0,1
289390,0,0,1
55913,1,1,1
301608,1,1,1
24662,0,1,0
221072,1,0,0
264435,0,1,0
334565,1,1,1
342886,0,0,1
342766,1,0,0
189644,0,0,1
309943,0,0,1
76450,1,0,0
322453,0,0,1
277841,0,0,1
28826,1,0,0
202791,0,1,0
188122,1,1,1
346604,1,1,1
279110,0,0,1
100060,1,0,0
231578,1,1,1
266915,1,0,0
141267,0,0,1
165781,1,1,1
20625,0,1,0
302624,1,1,1
101194,1,1,1
346607,0,0,1
16753,1,1,1
202775,1,1,1
155769,0,0,1
128569,1,1,1
321239,0,0,1
361114,0,0,1
334116,1,1,1
35326,0,0,1
153406,1,0,0
87727,0,0,1
345564,0,1,0
306671,1,1,1
58884,1,1,1
214205,0,0,1
151161,0,0,1
332720,0,0,1
92505,1,1,1
328543,0,0,1
170093,1,1,1
269699,1,1,1
244303,1,0,0
247706,0,0,1
53254,1,1,1
15145,1,1,1
306399,1,1,1
173515,1,1,1
122399,0,0,1
89696,1,1,1
327339,0,0,1
271159,1,1,1
290907,1,1,1
192383,1,1,1
104288,1,1,1
333616,0,0,1
302957,1,0,0
142831,0,0,1
25230,1,1,1
319984,0,0,1
179257,1,1,1
156166,1,1,1
98349,0,0,1
173067,1,1,1
210161,0,0,1
280359,0,1,0
115398,1,1,1
291782,1,0,0
303946,0,0,1
198037,1,0,0
194178,1,1,1
14483,0,0,1
104032,1,1,1
70826,0,0,1
227165,0,0,1
259958,0,1,0
53532,0,0,1
356066,0,0,1
206085,0,1,0
2941,0,0,1
317579,1,1,1
60049,0,0,1
25026,0,0,1
214045,0,0,1
102491,1,1,1
151078,0,1,0
91169,0,1,0
97770,0,1,0
126937,0,0,1
134449,0,0,1
197731,1,1,1
283483,0,0,1
158581,0,1,0
123983,0,0,1
158245,0,0,1
330427,1,1,1
176930,1,1,1
46852,0,0,1
335814,1,1,1
101842,1,0,0
91557,1,1,1
70109,1,0,0
77805,1,1,1
350438,1,0,0
147088,0,0,1
301555,1,1,1
99785,1,1,1
217276,0,0,1
288382,0,0,1
351683,1,1,1
203560,0,0,1
263501,0,0,1
311899,1,1,1
367028,1,1,1
621,1,1,1
265735,0,0,1
196417,0,0,1
324564,0,1,0
21281,0,0,1
87784,0,0,1
55484,1,1,1
228248,0,0,1
9437,1,1,1
314576,1,1,1
76069,1,1,1
210112,0,1,0
166682,1,1,1
90331,1,1,1
215845,1,1,1
110736,0,0,1
352449,0,0,1
320485,1,1,1
350712,1,1,1
240577,0,0,1
236539,0,0,1
195859,1,0,0
56216,1,1,1
228447,0,0,1
99478,1,1,1
120792,1,1,1
315557,0,0,1
346427,0,0,1
44116,0,0,1
219692,0,0,1
310183,0,0,1
114662,1,1,1
317583,1,1,1
152207,0,1,0
282124,0,0,1
291375,0,0,1
152523,0,0,1
111693,1,1,1
349927,1,0,0
372085,1,1,1
217236,0,1,0
97138,1,1,1
75692,1,1,1
361715,1,1,1
322103,0,0,1
172305,1,1,1
286539,1,0,0
108915,0,0,1
344535,1,1,1
240239,1,1,1
183747,1,1,1
252633,1,1,1
243518,1,1,1
196599,0,0,1
270345,1,0,0
179816,1,1,1
213464,0,0,1
316628,1,1,1
145746,1,1,1
83753,1,1,1
248925,1,1,1
156633,1,1,1
326492,1,1,1
246897,1,1,1
167564,0,0,1
93093,1,1,1
37145,1,0,0
292142,1,0,0
348788,1,0,0
121975,1,1,1
246061,0,0,1
20238,0,0,1
230752,0,0,1
296090,1,1,1
221334,1,1,1
213728,0,1,0
295822,1,1,1
100005,1,1,1
363838,0,0,1
210426,1,1,1
232239,1,1,1
255792,1,1,1
345504,1,1,1
110346,0,0,1
725,0,0,1
198422,1,1,1
319767,0,0,1
39071,1,0,0
200823,0,1,0
327972,1,1,1
302642,0,1,0
238338,0,1,0
281170,1,1,1
4800,1,1,1
27676,1,1,1
150234,1,0,0
205562,1,1,1
178192,1,0,0
80570,0,1,0
272733,0,1,0
277231,1,0,0
358804,0,0,1
118280,0,0,1
311285,1,1,1
183651,1,1,1
151488,0,0,1
789,1,0,0
283164,1,1,1
36353,1,1,1
133403,0,0,1
9862,0,0,1
90048,0,0,1
126657,0,1,0
216591,1,0,0
245052,0,0,1
43498,1,1,1
303336,0,1,0
68698,0,0,1
204191,0,0,1
128763,1,1,1
95586,0,1,0
147822,0,1,0
302524,0,0,1
348383,0,0,1
329925,1,1,1
201110,0,0,1
156109,0,1,0
352287,1,0,0
296482,1,1,1
203032,0,0,1
124374,1,1,1
65794,0,0,1
91001,0,0,1
42655,1,1,1
43585,0,0,1
142574,1,1,1
370448,1,0,0
217127,1,0,0
31956,0,1,0
216816,0,0,1
135021,1,1,1
290581,1,0,0
206411,1,1,1
153276,1,1,1
250221,0,0,1
142053,1,1,1
285060,1,1,1
352664,0,0,1
250239,1,1,1
109572,0,0,1
200612,0,0,1
56185,0,0,1
214601,0,0,1
368202,1,1,1
327034,1,1,1
359441,0,0,1
185627,1,1,1
235813,0,0,1
99889,0,0,1
230426,1,1,1
307291,0,1,0
47668,1,1,1
231269,1,1,1
365378,0,0,1
200425,1,1,1
34338,0,1,0
308220,0,0,1
202584,1,1,1
112922,1,1,1
293685,0,0,1
190624,0,1,0
188381,0,0,1
322498,1,1,1
93444,1,1,1
36844,1,1,1
290118,0,1,0
226005,0,1,0
314439,0,0,1
301016,0,0,1
179112,1,1,1
293752,0,0,1
236916,1,1,1
349442,0,0,1
284226,0,0,1
331062,1,1,1
206239,1,1,1
51378,0,1,0
63257,1,1,1
24607,1,1,1
338071,0,1,0
230040,0,1,0
147699,0,1,0
154559,0,1,0
180483,1,1,1
61552,1,1,1
22430,1,1,1
310989,1,1,1
23182,0,1,0
19801,0,0,1
78874,1,1,1
297343,1,1,1
313150,1,1,1
369665,1,1,1
195241,0,0,1
3796,0,0,1
347012,1,1,1
294625,0,1,0
320915,1,1,1
86176,1,0,0
115112,1,1,1
19354,1,1,1
9261,0,0,1
256228,1,1,1
190570,0,0,1
366794,1,1,1
60392,0,0,1
20455,1,0,0
39144,0,0,1
11520,1,1,1
351745,0,1,0
116508,1,0,0
215226,0,0,1
112912,1,1,1
294756,1,1,1
372915,1,1,1
135467,0,0,1
88841,1,1,1
86626,1,1,1
84441,1,0,0
257922,1,1,1
71987,1,1,1
212916,1,1,1
368339,1,1,1
361754,0,0,1
25767,0,0,1
264068,0,0,1
67233,1,1,1
310516,0,0,1
246700,0,1,0
23994,0,0,1
80822,1,1,1
84507,1,1,1
207940,1,1,1
295103,0,0,1
59434,1,0,0
143524,1,1,1
254177,1,0,0
365984,0,1,0
186090,1,1,1
145511,0,0,1
85511,0,0,1
118340,1,1,1
290044,1,1,1
135031,1,1,1
627,1,1,1
183396,0,0,1
35922,0,0,1
234622,0,0,1
22969,1,0,0
23052,0,0,1
279605,0,0,1
168467,1,1,1
325273,1,0,0
187721,1,1,1
310178,1,1,1
125561,1,1,1
179917,1,1,1
225549,1,0,0
46946,1,1,1
106161,0,0,1
206662,1,1,1
300584,1,1,1
39215,0,1,0
228480,0,0,1
129786,1,1,1
175445,0,0,1
25405,0,1,0
16023,0,1,0
205877,1,1,1
197698,1,1,1
52927,0,0,1
79217,1,1,1
254563,0,0,1
13263,1,1,1
132266,0,0,1
3960,1,1,1
226156,0,0,1
369524,0,0,1
193272,1,1,1
176308,1,1,1
271006,0,0,1
104387,0,1,0
265129,1,1,1
234127,0,0,1
124684,1,1,1
95762,1,1,1
66303,1,0,0
231506,1,0,0
146107,1,1,1
222678,0,1,0
290171,1,1,1
238538,1,1,1
357961,1,1,1
234207,0,0,1
26669,1,1,1
21434,0,1,0
295180,0,0,1
121081,0,0,1
348298,1,1,1
165054,0,0,1
242508,0,0,1
181478,1,1,1
18932,0,0,1
220279,1,1,1
334017,0,1,0
21886,1,1,1
368378,1,1,1
237686,1,1,1
162792,0,0,1
284249,1,0,0
309499,1,1,1
107014,0,0,1
176990,1,1,1
62726,1,1,1
170362,0,0,1
332376,1,1,1
111289,0,1,0
111094,1,1,1
260964,1,1,1
121774,0,0,1
202537,1,1,1
222423,1,0,0
360967,0,0,1
318368,0,0,1
231911,0,0,1
228328,1,1,1
132959,0,0,1
259232,0,0,1
102475,0,1,0
45581,0,0,1
67496,1,1,1
260280,1,0,0
66513,0,0,1
46811,0,0,1
256782,0,0,1
340871,1,1,1
115065,1,1,1
56176,0,0,1
360018,0,0,1
119797,1,1,1
279754,1,1,1
138739,1,1,1
74841,1,0,0
164140,1,1,1
87717,0,0,1
262945,0,0,1
21128,1,1,1
278986,0,1,0
97118,1,1,1
159051,0,0,1
182979,0,0,1
266982,0,0,1
294101,0,0,1
244112,0,0,1
138936,1,0,0
93160,1,1,1
242249,0,0,1
229542,1,1,1
173032,1,1,1
188458,1,1,1
353209,1,1,1
128289,1,1,1
188628,1,1,1
230190,0,0,1
239902,1,0,0
26739,0,0,1
303692,0,0,1
209114,0,0,1
44302,1,1,1
104576,1,1,1
122443,1,1,1
253346,0,1,0
368013,1,0,0
99450,0,0,1
305783,1,0,0
256807,0,0,1
249100,1,1,1
119330,0,0,1
266913,1,1,1
139338,0,0,1
104777,0,0,1
359855,0,0,1
43535,1,1,1
52606,1,1,1
218362,1,1,1
127146,0,0,1
116764,0,1,0
255138,0,0,1
42843,1,1,1
282450,0,0,1
237852,0,0,1
61427,1,1,1
137576,0,1,0
326911,0,0,1
350654,1,1,1
261379,0,0,1
3521,0,0,1
194667,1,1,1
208079,0,0,1
309746,0,0,1
107299,0,0,1
37956,1,1,1
210617,0,0,1
943,1,1,1
366253,1,1,1
104513,1,1,1
210580,0,0,1
280358,0,0,1
115490,1,0,0
221661,1,1,1
13875,0,0,1
118543,0,1,0
11085,0,1,0
313446,0,0,1
63981,0,0,1
245214,1,1,1
295842,0,0,1
236720,0,0,1
126987,0,0,1
187350,1,1,1
6385,1,0,0
235971,0,1,0
243415,0,0,1
187438,1,0,0
248275,0,0,1
148768,1,1,1
187936,1,1,1
112215,0,0,1
188386,1,0,0
275655,1,1,1
21493,1,1,1
330805,0,0,1
49460,0,0,1
7841,1,0,0
107694,0,0,1
260323,0,1,0
95481,0,1,0
192593,1,1,1
101341,1,0,0
225956,1,1,1
327525,1,1,1
135469,1,1,1
34888,0,0,1
201381,1,1,1
61229,0,0,1
177859,1,1,1
7914,1,1,1
328308,1,1,1
163490,0,0,1
77398,0,0,1
115213,0,1,0
83893,1,1,1
96147,0,0,1
319231,0,1,0
181914,0,0,1
82744,0,0,1
285722,1,1,1
146496,0,0,1
225431,1,0,0
327265,1,1,1
131370,1,1,1
102754,0,0,1
37239,1,1,1
109564,0,0,1
253445,0,1,0
120052,0,0,1
321937,0,0,1
225782,0,0,1
20860,0,0,1
95458,1,0,0
169907,0,0,1
23721,1,1,1
241098,0,0,1
23682,1,1,1
124140,1,1,1
187474,1,0,0
205201,0,0,1
60798,1,0,0
231833,0,0,1
332825,1,1,1
142056,0,0,1
151034,1,1,1
59967,0,0,1
362298,0,0,1
101576,1,1,1
354058,1,0,0
336335,1,0,0
363750,1,1,1
221686,0,1,0
67173,1,1,1
262578,1,1,1
192428,1,0,0
284383,1,0,0
170950,0,0,1
322966,1,0,0
203724,1,0,0
371874,0,0,1
50326,1,1,1
5992,0,0,1
94030,0,0,1
150220,1,0,0
53552,0,1,0
281354,1,1,1
266508,1,1,1
230079,0,0,1
156930,1,0,0
193285,0,0,1
75665,1,1,1
231995,1,1,1
237527,0,0,1
54394,1,0,0
297494,0,0,1
85725,1,0,0
167477,1,1,1
235516,0,0,1
156977,1,0,0
329179,1,1,1
118444,1,1,1
36338,0,0,1
197289,0,1,0
373057,1,1,1
106568,1,1,1
51912,0,1,0
248419,0,0,1
113762,1,1,1
310387,1,1,1
211021,1,1,1
122179,1,1,1
202834,1,1,1
299995,1,1,1
38547,1,1,1
186760,0,1,0
192244,0,0,1
150781,1,1,1
280000,1,1,1
8979,1,1,1
191874,0,0,1
136987,0,0,1
204269,0,0,1
117525,1,1,1
149232,1,1,1
6916,0,1,0
189598,1,1,1
91697,1,1,1
150945,1,1,1
45819,0,0,1
341597,0,1,0
5692,0,0,1
2017,1,1,1
321610,0,0,1
42682,1,0,0
123299,0,1,0
241137,0,0,1
162550,1,0,0
55976,1,0,0
121999,1,1,1
75537,0,0,1
372161,1,1,1
274268,1,0,0
123583,1,1,1
49399,1,1,1
324448,0,0,1
334626,1,1,1
280846,0,1,0
18298,1,1,1
118395,0,0,1
373379,0,0,1
202837,0,0,1
122326,0,1,0
343598,1,1,1
179179,1,1,1
294974,0,0,1
144569,1,1,1
120231,0,0,1
136307,0,0,1
353723,1,1,1
92419,1,0,0
268383,0,1,0
224853,1,0,0
302024,0,0,1
225009,0,1,0
161619,1,1,1
10370,1,1,1
12935,1,0,0
77860,1,1,1
253329,0,1,0
54075,1,1,1
194254,1,1,1
334976,0,1,0
18967,0,0,1
140515,1,1,1
78240,1,0,0
154773,1,1,1
56545,1,1,1
33654,1,1,1
48809,0,0,1
49529,0,0,1
283323,0,0,1
303354,1,1,1
39520,1,1,1
108280,1,0,0
102330,0,1,0
280321,0,0,1
42610,0,0,1
192385,1,1,1
65782,0,0,1
20356,1,1,1
179958,0,0,1
193843,1,0,0
227001,0,0,1
176939,1,0,0
78646,0,1,0
268530,1,0,0
71634,0,1,0
81929,1,1,1
327553,0,0,1
116555,0,0,1
291135,1,1,1
59822,0,0,1
334991,0,0,1
367098,1,1,1
187725,1,1,1
143658,1,1,1
106922,0,0,1
54756,0,0,1
166309,1,1,1
115561,0,1,0
109778,1,1,1
198392,1,1,1
285790,0,0,1
257304,0,0,1
259235,1,1,1
106109,1,0,0
226417,1,1,1
187104,0,0,1
3291,0,0,1
230179,0,0,1
370233,1,1,1
255195,0,0,1
357471,1,1,1
329930,0,0,1
312585,1,1,1
38671,0,0,1
182074,0,0,1
182909,0,0,1
210632,1,1,1
324035,0,0,1
10591,0,1,0
321161,0,0,1
229126,1,1,1
347870,1,1,1
23713,1,0,0
14789,0,0,1
86181,0,0,1
311154,0,0,1
85437,0,1,0
291702,1,1,1
20019,0,1,0
203120,0,0,1
82068,1,1,1
174706,0,0,1
135490,0,1,0
330127,1,1,1
159621,1,0,0
298850,0,1,0
108942,1,1,1
155216,1,1,1
316198,1,0,0
55846,1,1,1
329986,1,1,1
233165,0,0,1
190034,1,1,1
189565,1,1,1
360393,1,1,1
5474,0,0,1
130771,0,1,0
137550,1,1,1
74630,0,0,1
88235,0,0,1
346974,1,0,0
110566,1,1,1
183815,1,0,0
138877,1,1,1
36658,1,1,1
224818,1,0,0
146460,0,1,0
202091,1,1,1
71473,0,1,0
373373,1,1,1
95057,0,0,1
192263,1,1,1
238990,1,1,1
138395,0,1,0
65785,0,1,0
306995,0,1,0
14494,0,0,1
286705,1,1,1
87386,1,0,0
113105,0,0,1
263104,1,1,1
19058,1,1,1
111762,1,1,1
264975,1,1,1
93816,1,1,1
354735,1,0,0
369017,0,0,1
44214,1,1,1
2671,0,0,1
286255,1,1,1
100946,0,0,1
46931,1,1,1
142958,1,1,1
58138,0,0,1
276409,1,1,1
145343,1,0,0
13909,0,0,1
122519,0,0,1
296505,0,0,1
320252,0,0,1
195279,1,1,1
301946,1,0,0
222598,1,1,1
304338,0,1,0
280826,1,0,0
51341,1,1,1
264314,0,1,0
37320,0,1,0
110887,0,0,1
138548,1,0,0
23169,1,1,1
155800,1,1,1
44384,0,0,1
66812,1,1,1
330286,0,0,1
119312,0,0,1
252272,1,0,0
8600,0,0,1
239305,1,1,1
1905,1,0,0
81804,1,1,1
59721,1,1,1
220193,0,0,1
207139,0,0,1
297842,0,1,0
289879,0,0,1
29794,1,0,0
18689,0,0,1
373190,0,0,1
30145,0,0,1
197836,1,1,1
63269,0,0,1
56500,1,1,1
26805,1,1,1
373435,0,1,0
316931,0,0,1
367690,0,1,0
12680,0,0,1
19263,1,1,1
159037,1,1,1
6938,1,1,1
107889,1,1,1
353898,1,1,1
70810,1,0,0
287272,1,1,1
200953,0,0,1
126384,1,1,1
205668,1,1,1
106319,0,0,1
372706,0,1,0
297080,0,0,1
186426,0,0,1
287414,1,0,0
181569,0,0,1
337949,1,1,1
265286,0,1,0
158197,0,0,1
118260,0,0,1
203884,0,1,0
311141,0,1,0
254902,0,0,1
12239,1,1,1
27997,1,1,1
104735,1,1,1
119827,1,1,1
148698,1,0,0
234397,1,1,1
231048,0,1,0
262719,0,0,1
107620,1,1,1
114249,0,0,1
333510,0,0,1
15202,1,1,1
154148,0,0,1
83614,0,0,1
317767,0,0,1
157988,1,1,1
135695,1,1,1
93282,0,0,1
236759,1,0,0
106803,0,0,1
292791,0,0,1
44371,1,1,1
262595,1,1,1
215283,1,1,1
292301,1,1,1
197712,0,0,1
51049,1,1,1
111965,1,1,1
137653,1,1,1
193218,0,0,1
103067,1,1,1
223943,0,0,1
160257,1,1,1
292224,0,0,1
345190,0,1,0
229690,0,0,1
136636,1,1,1
221442,0,0,1
371803,1,1,1
285949,0,0,1
227910,0,0,1
352354,1,1,1
357889,0,0,1
227488,0,0,1
350236,0,1,0
30194,1,1,1
152569,1,1,1
180947,1,0,0
322101,0,0,1
202362,1,0,0
179233,1,0,0
249727,0,0,1
41989,1,1,1
318094,1,1,1
10779,1,1,1
97059,1,1,1
237179,0,0,1
102375,0,0,1
315507,0,1,0
213095,0,0,1
95,1,1,1
156457,1,0,0
112320,0,0,1
234549,0,1,0
212385,0,1,0
238061,1,0,0
320855,0,1,0
196704,0,0,1
196794,1,1,1
370176,1,1,1
104512,0,0,1
160764,0,0,1
116605,1,1,1
50856,1,1,1
345780,1,0,0
331806,0,0,1
305887,0,0,1
317818,1,1,1
48700,0,0,1
48855,1,1,1
293865,1,1,1
316016,1,1,1
187921,1,1,1
10532,1,1,1
65722,0,0,1
7722,1,1,1
327054,0,1,0
39993,0,0,1
45880,0,1,0
33160,0,1,0
39747,1,1,1
306682,0,0,1
275790,1,0,0
371652,0,1,0
71059,1,1,1
283226,1,1,1
189003,0,0,1
233701,1,0,0
161785,1,1,1
203325,1,1,1
292594,0,1,0
354540,1,0,0
64548,0,0,1
360277,1,0,0
40234,1,1,1
130622,1,1,1
242445,0,0,1
2313,0,1,0
164307,0,0,1
332389,0,0,1
101879,0,0,1
274427,1,1,1
200863,0,0,1
297186,0,1,0
55194,0,0,1
269942,1,1,1
73941,1,0,0
323965,1,1,1
25000,0,1,0
253998,1,1,1
107744,1,1,1
117951,0,0,1
414,0,0,1
278913,0,1,0
67207,0,0,1
182585,1,1,1
71572,0,0,1
261922,0,1,0
357550,0,1,0
30593,1,1,1
201625,1,1,1
349062,0,0,1
359759,1,1,1
130787,0,1,0
166987,0,0,1
303163,0,0,1
184057,1,1,1
132042,1,1,1
136785,1,1,1
87254,1,0,0
315698,0,0,1
4025,0,0,1
365681,0,0,1
105656,1,1,1
266430,0,0,1
52148,0,0,1
215529,0,0,1
52767,1,1,1
156222,0,0,1
16191,0,0,1
192953,1,1,1
31125,1,1,1
224356,1,1,1
113867,0,0,1
233149,0,0,1
115394,1,1,1
172802,1,1,1
37727,1,1,1
198018,0,0,1
239285,0,0,1
257053,1,0,0
21104,1,1,1
110862,0,0,1
267649,0,0,1
179001,0,0,1
122498,1,0,0
306546,1,1,1
153509,1,0,0
255489,0,0,1
286728,1,1,1
199014,0,0,1
88665,1,0,0
309326,0,1,0
165875,1,1,1
308353,0,0,1
336243,0,0,1
81357,0,0,1
180260,0,0,1
152960,0,0,1
259617,0,1,0
351958,0,0,1
342026,1,0,0
362601,0,0,1
347472,1,1,1
3749,1,1,1
219494,1,1,1
327217,0,0,1
42123,0,0,1
325264,1,1,1
235931,0,0,1
353394,1,1,1
110356,1,1,1
303290,1,1,1
103458,1,0,0
364465,0,0,1
281953,1,0,0
255522,1,1,1
46039,1,0,0
322960,0,1,0
368928,1,1,1
367749,1,1,1
119188,1,1,1
247451,1,0,0
304837,1,1,1
322894,0,0,1
63091,0,1,0
335487,0,1,0
72674,1,1,1
17850,1,1,1
329562,1,1,1
256162,1,1,1
258112,1,1,1
71359,0,0,1
21432,1,1,1
49555,0,0,1
125997,0,0,1
263642,1,1,1
103803,0,0,1
304510,1,1,1
147740,0,0,1
79375,1,1,1
159200,1,1,1
360612,0,0,1
121580,0,0,1
83069,1,1,1
348268,1,1,1
115847,1,1,1
110849,0,0,1
160241,0,0,1
213120,1,0,0
115377,0,1,0
107961,0,1,0
144834,1,1,1
214366,0,0,1
267692,1,1,1
82237,1,1,1
191625,1,0,0
346080,0,0,1
104594,1,1,1
216181,1,1,1
354356,0,0,1
342890,0,0,1
34039,1,1,1
357984,0,0,1
58643,1,0,0
2893,0,1,0
88985,0,0,1
41258,1,1,1
16152,0,0,1
161885,0,0,1
86941,0,0,1
69915,0,1,0
82760,1,1,1
64804,0,0,1
205922,1,1,1
322724,1,1,1
33567,0,0,1
248437,0,0,1
257477,1,1,1
534,0,0,1
2008,1,0,0
273411,1,1,1
331127,0,0,1
350601,0,0,1
146424,0,0,1
312991,0,0,1
62133,0,0,1
356122,1,0,0
252598,0,0,1
148772,0,0,1
332668,0,0,1
651,1,1,1
241777,0,0,1
236553,0,0,1
146329,1,0,0
256887,0,0,1
120986,0,0,1
117712,1,1,1
22888,0,0,1
143519,0,0,1
357342,1,1,1
337814,1,1,1
182277,0,1,0
277425,1,1,1
47879,1,1,1
296678,1,1,1
172000,0,0,1
239439,0,0,1
157486,1,1,1
83526,1,1,1
183686,0,0,1
424,0,1,0
234220,0,0,1
138743,0,0,1
198311,1,0,0
27654,0,1,0
6306,0,0,1
371650,1,1,1
210827,1,1,1
25415,1,1,1
342268,0,0,1
316814,0,0,1
247274,1,1,1
232128,1,1,1
253978,0,0,1
182512,1,1,1
350964,1,0,0
73179,1,1,1
42605,1,1,1
227707,1,1,1
258861,1,1,1
36298,0,0,1
299671,1,1,1
46410,1,1,1
330293,0,0,1
351671,0,0,1
210148,1,1,1
46686,1,1,1
350175,1,1,1
357506,0,0,1
250565,0,0,1
261394,0,1,0
41741,0,0,1
212492,0,0,1
197922,1,1,1
253439,0,1,0
94600,1,0,0
138683,1,1,1
150053,0,0,1
302367,0,1,0
327195,1,1,1
179175,1,0,0
130720,1,1,1
161733,0,0,1
257265,1,1,1
352979,1,1,1
99187,1,0,0
34220,1,0,0
355734,1,1,1
1055,1,1,1
168184,1,1,1
183670,0,0,1
17242,0,0,1
316103,0,0,1
155191,1,1,1
249550,1,1,1
279876,0,1,0
330347,0,0,1
264454,0,0,1
153758,1,1,1
44386,0,0,1
43484,0,1,0
118790,0,0,1
352892,0,0,1
276669,1,1,1
218587,0,0,1
6898,0,0,1
209828,1,1,1
267959,1,1,1
83349,0,0,1
233966,1,0,0
306510,0,0,1
65269,1,1,1
343197,1,1,1
228028,0,0,1
263039,1,0,0
345321,0,0,1
347965,0,0,1
100440,1,1,1
155636,0,1,0
268501,0,1,0
48438,1,0,0
211086,0,0,1
140532,0,0,1
292462,1,0,0
87572,0,0,1
106123,0,0,1
201846,0,1,0
208107,0,1,0
327632,0,1,0
264686,1,0,0
145301,0,0,1
155692,1,1,1
198215,1,1,1
188577,1,0,0
140273,0,0,1
169484,1,1,1
36385,1,1,1
129246,0,1,0
331523,1,1,1
337411,1,0,0
268281,1,1,1
174085,1,1,1
198869,0,0,1
224157,1,1,1
331110,0,0,1
253230,1,1,1
3450,0,1,0
314218,1,0,0
161696,0,0,1
215663,0,1,0
44239,0,0,1
31536,1,0,0
45161,0,0,1
81921,0,0,1
14595,1,1,1
78636,1,1,1
226262,1,1,1
